Post ID,Intl.,Entry type,Campaign Areas,Communities,Tags,Campaigning organizations (private),date,Clean Date (Based on original hiddne column),Actors: Divesters /  Endorsers / Previously Complicit / Not Previously Complicit,growth,Headline,Summary,Case source(s),Link(s) to mainstream media coverage (national or international),City,Countries,World Regions,“Quote” ,Author of Quote ,Affiliation of author,Quote Source,Type of loss,Loss (in millions USD),Photo(s) + source link,Other Multimedia,Imp. Level of Case,Did this success bring about the end of the campaign?,,
874,RF,Success,Divestment,Faith Based,-,-,11-08-2015,11-08-2015,United Church of Canada,1,United Church of Canada passes Israel divestment resolution,The decision by the country’s largest Protestant denomination expands further a three-year boycott policy against Israel.,http://www.timesofisrael.com/united-church-of-canada-passes-israel-divestment-resolution/,http://www.i24news.tv/en/news/international/americas/81940-150813-divest-from-israel-says-the-protestant-united-church-of-canada,Toronto,Canada,North America,"initiating and developing a program of education and advocacy in cooperation with our partners, related to divestment from and economic sanctions against all corporations and institutions complicit in and benefiting from the illegal occupation",-,Resolution,http://www.timesofisrael.com/united-church-of-canada-passes-israel-divestment-resolution/,-,-,-,-,0,0,,
876,RF,Success,General,-,Black-Palestinian solidarity,-,25-08-2015,25-08-2015,"*Black activists, scholars and artists",1,"More than a thousand Black activists, scholars and artists endorse BDS",The statement unequivocally calls for BDS and places an emphasis on the right of Palestinian refugees to “return to their homeland in present-day Israel” as “the most important aspect of justice for Palestinians.”,http://bdsmovement.net/2015/palestinian-boycott-activists-salute-the-1000-black-activists-scholars-and-artists-for-endorsing-bds-13262,"http://www.ebony.com/news-views/1000-black-activists-artists-and-scholars-demand-justice-for-palestine-403#axzz3jCGknK1O
https://www.rt.com/usa/312888-black-activists-israel-boycott-palestine/
http://america.aljazeera.com/articles/2015/8/19/black-activists-endorse-bds-movement.html",-,USA ,North America,"We wholeheartedly endorse Palestinian civil society’s 2005 call for boycott, Divestment, and Sanctions (BDS) against Israel and call on Black and US institutions and organizations to do the same. We urge people of conscience to recognize the struggle for Palestinian liberation as a key matter of our time...we also pressure our own Black political figures to finally take action on this issue. As we continue these transnational conversations and interactions, we aim to sharpen our practice of joint struggle against capitalism, colonialism, imperialism, and the various racisms embedded in and around our societies.",-,Statement,http://www.ebony.com/news-views/1000-black-activists-artists-and-scholars-demand-justice-for-palestine-403#axzz3jCGknK1O,-,-,http://static.ebony.com/palenstine_art_caro_article-small_52439.jpg,http://972mag.com/watch-lauryn-hill-angela-davis-call-for-black-palestinian-solidarity/112800/,1,0,,
886,HK,Success,General,-,-,-,08-10-2015,08-10-2015,Moody's,2,"Moody's, the credit rating agency warns of BDS threat to Israel",Moody's claimed Israel's general outlook was very stable in it's annual credit analysis of Israel but did mention the possible impact of the BDS campaign. In a sign of how far the BDS campaign needs to go however Moody's did mention that the economic impact so far has been neglible. ,http://m.jpost.com/Business-and-Innovation/Moodys-keeps-Israel-rating-stable-421393#article=10389QTMxODQ5NjBDMDMyQTRDOEU3MjJFM0M2QjcyM0I5QkE=,-,New York,USA,North America,-,-,-,-,-,-,-,-,2,0,,
887,RF,Success,Divestment,-,Governmental ,Occupation-Free Portland Coalition,13-10-2015,13-10-2015,Portland's Human Rights Commission (HRC),3,Portland moves towards becoming an 'Occupation-Free' city,"Portland's Human Rights Commission (HRC) votes unanimously to endorse a proposal put forth by the Occupation-Free Portland Coalition to place four companies that perpetuate or profit from the Occupation on the city’s “Do Not Buy List.” The companies are Caterpillar, Hewlett-Packard, G4S, and Motorola Solutions.",http://bdsmovement.net/2015/portland-takes-first-step-towards-becoming-occupation-free-13322,-,Oregon,USA ,North America,-,-,-,-,-,-,http://fosna.org/sites/default/files/banner/Screen%20Shot%202015-11-10%20at%2010.12.24%20AM.png,-,2,0,,
89,RF,Success,General,-,Gaza,-,08-08-2008,08-08-2008,American Jews for a Just Peace (AJJP),1,"American Jews for a Just Peace approves BDS, urges US sanctions","American Jews for a Just Peace (AJJP), an alliance of activists working for equal rights, safety and dignity for all the people of historic Palestine, says its principles ""recognize the importance of boycott, divestment and sanctions work and support the right of our members to engage in that work"" as well as calling for cessation of US aid to Israel until that government ends its occupation and expropriation of land in the West Bank, Gaza, and East Jerusalem and achieves a just peace.",http://www.ajjp.org/about/common-ground/,-,Boston,USA ,North America,-,-,-,-,-,-,-,-,3,0,,
900,HK,Success,General,Trade Union,-,-,31-10-2015,31-10-2015,"AFL-CIO, Connecticut Branch",1,The Connecticut Branch of the American Federation of Labor and Congress of Industrial Organizations is the first to adopt BDS,In a important step the Connecticut branch adopts BDS and calls on the AFL-CIO to follow suit. In a detailed resolution they list the many reason why adopting BDS is the correct path including the fact that the ILO reports that the Israeli occupation has led to a generation of young Palestinians without work or hope. ,http://labornet.org/cgi-bin/intbd/cgi-bin/intbd.cgi?action=read&id=551 https://electronicintifada.net/blogs/ali-abunimah/connecticut-labor-federation-backs-israel-boycott,-,Connecticut,USA,North America,-,-,-,-,-,-,https://twitter.com/AFTCT/status/659726562200264704/photo/1?ref_src=twsrc%5Etfw,-,2,0,,
903,RF,Success,Divestment,-,NGO ,Stop Veolia-Seattle,16-11-2015,16-11-2015,Stop Veolia-Seattle,1,Seattle campaign group publishes Stop Veolia Zine,"The Stop Veolia campaign in Seattle releases a 101-page zine documenting Veolia’s criminal anti-labor, anti-environment, anti-poor practices. The zine also features popular victories against Veolia in Paris and Palestine.",http://bdsmovement.net/2015/seattle-campaign-group-publishes-stop-veolia-zine-13568,-,Seattle,USA ,North America,"Veolia, the largest privatizer of water globally, the largest privatizer of transportation in North America, until recently one of the main profiteers of Israeli apartheid and a company that can be traced back to Napoleon, helps us to trace the roots of today’s neoliberalism in earlier manifestations of Western imperialism and exploitation. - See more at: http://bdsmovement.net/2015/seattle-campaign-group-publishes-stop-veolia-zine-13568#sthash.dAiARaOV.dpuf",-,Stop Veolia-Seattle,http://bdsmovement.net/2015/seattle-campaign-group-publishes-stop-veolia-zine-13568,-,-,-,http://www.scribd.com/doc/289682758/Stop-Veolia-Seattle-Zine,2,0,,
905,HK,Success,Cultural Boycott,-,"Personality, Music ",-,17-11-2015,17-11-2015,*New York Artists,2,Prominent Artists Endorse the Cultural Boycott of Israel,"Eight leading artists, including Pink Floyd's Roger Waters and Kathleen Chaflant, endorse the cultural boycott of Israel in an honest and moving video. This video marks the beginning of a New York-based initiative, which hopes to raise awareness of and support for the Palestinian call for the cultural boycott of Israel among artists and musicians in the US. ",http://mondoweiss.net/2015/11/cultural-prominent-campaign/,-,New York,USA,North America,"A growing movement for the cultural boycott of Israel helps to amplify the voices of Palestinian artists who are struggling under occupation, and will help to pressure Israel to respect the rights of Palestinian artists, and of all Palestinians. - See more at: http://mondoweiss.net/2015/11/cultural-prominent-campaign/#sthash.VxfAGEQc.dpuf",Kathleen Chalfant ,Actress ,http://mondoweiss.net/2015/11/cultural-prominent-campaign/,-,-,http://mondoweiss.net/wp-content/uploads/2015/11/TundePalestinianArtistsTravel.jpg,https://www.youtube.com/watch?v=GfMM0AZ9eWA&ab_channel=Adalah-NY:TheNewYorkCampaignfortheBoycottofIsrael,0,0,,
907,KM,Success,Divestment,Student Solidarity,-,SJP San Jose,18-11-2015,18-11-2015,San Jose University students ,1,Students for Justice in Palestine at San Jose State University Celebrate Passage of Divestment Resolution,"On November 18, 2015, San Jose State University becomes the first California State University to pass a student government resolution to divest from companies complicit in the Israeli occupation of Palestine. This was achieved in a 10-5-0 vote (10 yes, 5 no, 0 abstained)",http://sjpwest.org/2015/11/21/students-for-justice-in-palestine-at-san-jose-state-university-celebrates-passage-of-divestment-resolution/,-,San Jose,USA ,North America,-,-,-,-,-,-,-,-,3,0,,
910,HK,Success,Academic Boycott,-,Faculty,-,23-11-2015,23-11-2015,American Anthropological Association,2,American Anthropological Association backs Israel boycott in landslide vote,"American Anthropological Association have passed overwhelmingly a resolution to boycott Israel academic institutions. A second resolution to condemn the BDS movement was also crushed by the Association. However, a referendum measure endorsing the academic boycott of Israel was voted down in early June 2016. ",https://electronicintifada.net/blogs/ali-abunimah/us-anthropologists-back-israel-boycott-landslide-vote https://electronicintifada.net/blogs/charlotte-silver/full-might-israel-lobby-ekes-out-razor-thin-win-anthropology-vote?utm_content=buffer5a981&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer,https://www.washingtonpost.com/news/volokh-conspiracy/wp/2015/11/23/anthropologists-seek-to-enlist-intel-wiley-publishing-co-in-its-israel-boycott/?tid=a_inl https://www.insidehighered.com/news/2015/11/23/anthropologists-overwhelmingly-vote-boycott-israeli-universitieshttps://www.insidehighered.com/news/2015/11/23/anthropologists-overwhelmingly-vote-boycott-israeli-universities,Virginia ,USA,North America,-,-,-,-,-,-,-,-,0,0,,
911,LN ,Reaction,General,-,-,-,25-11-2015,25-11-2015,-,1,Israel-funded group slams US labor federation for backing Palestinian rights,"The Connecticut branch of the AFL-CIO, part of the largest US labor federation, received backlash from Israel-government funded organization StandWithUs after it passed a resolution calling for promotion of the BDS movement. ",https://electronicintifada.net/blogs/ali-abunimah/israel-funded-group-slams-us-labor-federation-backing-palestinian-rights,-,- ,USA ,North America,"StandWithUs is deeply disappointed that this resolution passed...[it was based on] a distorted, one-sided misrepresentation of the reality of the situation.",Shahar Azani,StandWithUs' northeast regional director ,https://electronicintifada.net/blogs/ali-abunimah/israel-funded-group-slams-us-labor-federation-backing-palestinian-rights,-,-,- ,- ,3,0,,
914,KM,Success,Academic Boycott,-,-,"Feminists for Justice in/for Palestine,",01-12-2015,01-12-2015,National Women's Studies Association NWSA,1,The National Women's Studies Association joins the chain of scholarly groups against Israeli Apartheid,"The National Women's Studies Association joins a chain of scholarly groups in the boycott, divestment and sanctions movement against Israel.",https://www.insidehighered.com/news/2015/12/01/national-womens-studies-association-joins-israel-boycott-movement,http://www.nwsa.org/content.asp?contentid=105,-,USA ,North America,-,-,-,-,-,-,-,-,0,0,,
916,LN,Reaction,General,- ,Governmental ,-,04-12-2015,04-12-2015,-,3,Jeb Bush says he’d order crackdown on BDS as president,"Republican Presidential candidate Jeb Bush assured the Republican Jewish Coalition that if elected President in November 2016 he would deploy the full might of the US Department of Justice to crack down on the BDS movement. However, a mere two months later, Bush suspended his campaign. ",https://electronicintifada.net/blogs/ali-abunimah/jeb-bush-says-hed-order-crackdown-bds-president,http://www.foxnews.com/opinion/2015/12/03/jeb-bush-as-leader-free-world-will-stand-with-israel-in-terror-fight.html,- ,USA ,North America,"The “boycott, divestment, sanctions” (BDS) movement is but one manifestation of this appalling anti-Israel effort and as president I will fight and rebuke it.",Jeb Bush ,Republican Presidential candidate ,http://www.foxnews.com/opinion/2015/12/03/jeb-bush-as-leader-free-world-will-stand-with-israel-in-terror-fight.html,-,-,-,https://twitter.com/jebbush/status/672569456309080065,2,0,,
917,LN,Reaction,General,-,,-,07-12-2015,07-12-2015,-,3,UCLA student groups face funding cuts over Israel divestment,"The president of the Graduate Students Association (GSA) at UCLA in California, which represents thousands of UCLA's graduate students and provides resources and funding to graduate students and organizations, made it clear in an email that the GSA will not engange with nor endorse any group that supports divestment from Israel or ""any related movement/organization."" This reaction comes a year after the UAW Local 2865, the graduate student workers' union across the Univeristy of California system, passed a divestment resolution. ",https://electronicintifada.net/blogs/nora-barrows-friedman/ucla-student-groups-face-funding-cuts-over-israel-divestment,http://dailybruin.com/2015/11/19/sjp-legal-groups-call-for-gsa-to-lift-funding-restrictions/,Los Angeles,USA ,North America,GSA leadership has a zero engagement/endorsement policy towards Divest from Israel or any related movement/organization,Milan Chatterjee,Graduate Students Association’s president at UCLA,https://electronicintifada.net/blogs/nora-barrows-friedman/ucla-student-groups-face-funding-cuts-over-israel-divestment,-,-,https://electronicintifada.net/sites/default/files/styles/original_800w/public/2014-12/141210-divest-posters.jpg?itok=RdNW_ICD&timestamp=1448949295,-,3,0,,
920,HK,Success,General,-,-,-,16-12-2015,16-12-2015,Doug Henwood,2,"
","Eitan Singer, head of Israeli Probook-Dyonon Publishing House approached Doug Henwood over translation rights to his biography on Hillary Clinton. Henwood refused based on his support for BDS.",http://www.israelhayom.com/site/newsletter_article.php?id=30457,https://twitter.com/doughenwood/status/677256834558861312,New York,USA,North America,-,-,-,-,-,-,-,-,2,0,,
924,LN,Success,Divestment,Student Solidarity,Settlements ,Students for Justice in Palestine ,28-12-2015,28-12-2015,Student Union Assembly ,1,UC Santa Cruz present resolution to reverse UCSC Student Body President's decision to overturn initial resolution ,"Former Student Union Assembly (SUA) Chair Shaz Umer had decided to nullify the Assembly's initial divestment resolution passed in May 2014. The SUA successfully voted to overturn the overruling, that University of California Santa Cruz is the seventh of the nine UC branches to vote for divestment. ",http://sjpwest.org/2015/12/28/ucsc-divestment-victory-sua-appeal-overturns-2014-divestment-nullification/,-,California ,USA ,North America,-,-,-,-,-,-,-,-,2,0,,
925,LN,Success,General,- ,"Governmental, NGO ",- ,01-01-2016,01-01-2016,Delaware Neighbors Against the Occupation,1,Delaware Neighbors Against the Occupation defeats anti-BDS bill ,"Delaware Neighbors Against the Occupation, a member of the US Campaign to End the Israeli Occupation, was able to stop the anti-boycott ordinance proposed in New Castle County on September 29, 2015. The ordinance, which intended to refuse pension boards investing in companies that support the BDS movement, was withdrawn by its sponsor. ",http://www.delnato.org/,- ,New Castle County,USA ,North America,-,- ,-,-,-,-,-,-,3,0,,
926,LN,Reaction,General,-,Governmental ,-,03-01-2016,03-01-2016,-,3,Indiana anti-BDS bill passes state Senate,Indiana House Bill HB 1378 calls for the blacklisting of those who engage in BDS. It also requires public pension funds to sell their holding in any company that endorses BDS.  ,https://iga.in.gov/legislative/2016/bills/house/1378,http://www.jpost.com/Breaking-News/Indiana-anti-BDS-bill-passes-state-Senate-446829,Indiana ,USA ,North America,This will place Indiana among the select vanguard of states that have publicly defended the Jewish State of Israel using proactive legislation,- ,Jewish Affairs Committee of Indiana,http://www.jta.org/2016/03/02/news-opinion/politics/indiana-anti-bds-bill-passes-state-senate,-,-,-,-,2,0,,
929,LN,Reaction,General,-,"Governmental, Settlements ",-,12-01-2016,12-01-2016,-,3,US lawmakers slam EU to defend Israeli settlements,"Some members of Congress have condemned the recent initative by the European Union requiring Israeli settlement products to be labelled. Federica Mogherni, the EU's High Representative for Foreign Affairs and Security Policy, received three scathing letters from various members of Congress, including Republican Presidential candidate Ted Cruz, slamming the EU's guidelines as a ""de-facto boycott of Israel."" Additionally, Representative Nita Lowey introduced H.Res.567, which if passed would formally place the House of Representatives on record as opposing the EU's labelling of Israeli settlement products. ",https://electronicintifada.net/blogs/josh-ruebner/us-lawmakers-slam-eu-defend-israeli-settlements,http://thehill.com/blogs/pundits-blog/international/264082-labeling-israeli-settlement-products-is-us-law-too,- ,USA  ,North America,"I’m afraid that the anti-Israel EU guidelines may be understood as supportive of the disgraceful Boycott, Divestment and Sanction (BDS) movement’s campaign...It also seems extremely discriminatory and one sided to adopt such a policy at a time when Israeli citizens are under daily attacks, stemming from the malign incitement of the Palestinian leadership.",Doug Lamborn,U.S. Representative for Colorado,http://lamborn.house.gov/news/documentsingle.aspx?DocumentID=1400,-,-,https://electronicintifada.net/sites/default/files/styles/original_800w/public/2016-01/loweytwitter.png?itok=Ihv42qoH&timestamp=1452633647,-,2,0,,
930,RF,Success,General,-,-,-,13-01-2016,13-01-2016,United Methodist Church,1,United Methodist Church declares the five largest Israeli banks off limits for investment in the Church's pension fund.,United Methodist Church (UMC) declares the five largest Israeli banks off limits for investment for the Church’s $20-billion Pension and Health Benefits Fund.,http://bdsmovement.net/2016/palestinians-welcome-united-methodist-church-divestment-13670#sthash.PwAaJ9d2.dpuf,http://www.nytimes.com/2016/01/13/world/middleeast/us-church-puts-5-banks-from-israel-on-a-blacklist.html?_r=0,-,USA ,North America,-,-,-,-,-,-,http://d.europe.newsweek.com/en/full/8030/employees-sodastream-west-bank.jpg?w=704,-,0,0,,
931,LN,Success,General,-,"NGO, Settlements ",-,19-01-2016,19-01-2016,Human Rights Watch ,1,Human Rights Watch calls on businesses to withdraw from Israeli settlements ,"The international non-governmental organization Human Rights Watch released the 162 page report ""Occupation Inc.: How Settlement Businesses Contribute to Israel's Violations of Palestinian Rights."" which urges businesses operating in or dealing with Israeli settlements to end their operations. ",https://www.thenation.com/article/human-rights-watch-israel-settlements-bds/,https://www.hrw.org/report/2016/01/19/occupation-inc/how-settlement-businesses-contribute-israels-violations-palestinian#290612,New York ,USA ,North America,"In Human Rights Watch’s view, the context of human rights abuse to which settlement business activity contributes is so pervasive and severe that businesses should cease carrying out activities inside or for the benefit of settlements.",-,Human Rights Watch's Occupation Inc.,https://www.hrw.org/report/2016/01/19/occupation-inc/how-settlement-businesses-contribute-israels-violations-palestinian#290612,-,-,-,-,1,0,,
933,LN,Reaction,General,-,Governmental ,-,21-01-2016,21-01-2016,-,3,New York Senate passes bill supporting Israel and other US allies targetting by boycotts,"The new bill expands on existing legislation, prohibiting state contracting with, or investing in, businesses that support the BDS movement, or other boycotts against U.S. allies.",https://www.nysenate.gov/newsroom/press-releases/senate-passes-bill-supporting-israel-and-other-us-allies-targeted-boycotts,-,New York ,USA ,North America,"New York taxpayers need to be protected from becoming unwitting supporters of those who are trying to undermine our greatest ally, Israel, and other critical allies. We are demonstrating that New York will continue to stand with our international partners and protect our shared interests.",John J. Flanagan,Senate Majority Leader,https://www.nysenate.gov/newsroom/press-releases/senate-passes-bill-supporting-israel-and-other-us-allies-targeted-boycotts,-,-,http://www.thenation.com/article/is-new-york-state-about-to-create-a-blacklist-of-bds-supporters/,-,2,0,,
934,LN,Success,Divestment,Student Solidarity,- ,SJP USF ,21-01-2016,21-01-2016,USF Student Senate ,1,University of South Florida students pass Israel divestment resolution,"After two years of campaigning, the student senate the University of South Florida in Tampa passed a joint resolution calling on the board of trustees of the USF Foundation to divest from companies Caterpillar, Hewlett-Packard, G4S, Boeing, Lockheed Martin and Northrop Grumman - companies that are complicit in Israel's military occupation and human rights abuses of the West Bank. ",https://electronicintifada.net/blogs/nora-barrows-friedman/university-south-florida-students-pass-israel-divestment-resolution,http://sjpusf.com/divestment/petition/,Florida ,USA ,North America,Our university was on the wrong side of history when it failed to divest from corporations affiliated with South African apartheid. This time we hope to be on the right side of history. ,- ,SJP USF Resolution ,http://sjpusf.com/divestment/petition/,-,-,-,-,3,0,,
935,LN ,Success,General,-,"Black-Palestinian Solidarity, LGBTQ","Tarab-NYC, Black Lives Matter Chicago, Jewish Voice for Peace, Brown People for for Black Power ",23-01-2016,23-01-2016,Tarab-NYC ,1,Activist groups object to A Wider Bridge's participation in Chicago LGBTQ conference ,"The National LGBTQ Task Force's decision to include Israel lobbying group A Wider Bridge in its Creating Change conference in Chicago was met with resistance from a wide-ranging group of activists, including Tarab-NYC, Black Lives Matter Chicago and Jewish Voice for Peace, leading to the #cancelpinkwashing campaign. Brown People for Black Power cancelled its scheduled workshop at the Creating Change conference. Protests eventually shut down the conference, as 200 people gathered at the Chicago Hilton hotel to protest A Wider Bridge's presence. After security personnel shut down the reception, the protestors continued to march through the hotel's public spaces. ",https://electronicintifada.net/blogs/ali-abunimah/protest-shuts-down-israel-lobby-group-chicago-lgbtq-conference,-,Chicago ,USA ,North America,"As They/We all struggle to achieve healing, safety and autonomy in our own lives, families and communities, let us commit to mobilize ourselves and honor the self-determined struggles of Palestine so as to divest from the violence of the occupation... Black and Palestinian lives depend on it. ",-,Black Lives Matter Chicago statement ,http://blacklivesmatterchicago.tumblr.com/post/137700629560/black-lives-matter-chicago-website-facebook,- ,- ,https://electronicintifada.net/sites/default/files/styles/original_800w/public/2016-01/cc16_zionism_sucks_0.jpg?itok=-xAaLEDA&timestamp=1453553354,https://twitter.com/uspcn/status/690744078070370305?ref_src=twsrc%5Etfw,2,0,,
936,RF,Success,General,-,LGBTQ,-,28-01-2016,28-01-2016,Creating Change,1,Pinkwashing event disrupted in Chicago,200 queer and trans leaders shut down a conference about gay rights in Israel in order to protest Israel's pinkwashing efforts.,http://www.haaretz.com/opinion/.premium-1.700128,http://www.washingtonblade.com/2016/01/23/protesters-disrupt-reception-with-israeli-activists-at-lgbt-conference/,Chicago,USA,North America,-,-,-,-,-,-,-,-,2,0,,
939,,Success,General,-,-,-,08-02-2016,08-02-2016,US Campaign to End the Israeli Occupation,1,US Campaign to End the Israeli Occupation leads protest efforts against proposed Virigina anti-BDS bill  ,The US Campaign to End the Israeli Occupation led protest efforts against Virginia's General Assembly's upcoming anti-BDS legislation. They managed to generate over 900 letters and phone calls addressed to anti-BDS Virgina legislators.,http://www.endtheoccupation.org/article.php?id=4647,-,Virgina ,USA ,North America,-,-,-,-,- ,-,-,-,2,0,,
940,LN,Reaction,General,- ,Governmental ,- ,09-02-2016,09-02-2016,- ,3,Alabama Legislature unanimously condemns anti-Israel BDS movement,The Alabama Legislature unanimously passed a resolution condemning the BDS movement and reaffirming its support for the State of Israel.  ,http://www.sjlmag.com/2016/02/alabama-legislature-unanimously.html,- ,Alabama ,USA ,North America,"Alabama's elected representatives who defend the inalienable right to free speech understand that the goals and activities of the Boycott, Divestment, and Sanctions Movement in this state are harmful to the State's relationships with Alabama's Jewish citizens, our friend and ally Israel and have a deleterious impact on the academic and educational environment",- ,Resolution ,http://www.sjlmag.com/2016/02/alabama-legislature-unanimously.html,-,-,-,-,2,0,,
942,LN,Success,Divestment,Student Solidarity,- ,"Justice in Palestine, Jewish Voice for Peace Chicago, Black Student Union, Amnesty International, and the Anti-War Committee",17-02-2016,17-02-2016,University of Illinois at Chicago,1,University of Illinois at Chicago endorses BDS,"The Undergraduate Student Government Assembly of the University of Illinois at Chicago voted unanimously to divest from companies profiting from Israel's illegal military occupation of the Palestinian territories and others complicit in human rights abuses. A large number of diverse student groups came together to endorse the divestment of multinational corporations complicit in Israeli human rights abuses, such as G4S and Boeing, such as Students for Justice in Palestine, Jewish Voice for Peace Chicago, Black Student Union, Amnesty International, and the Anti-War Committee. ",http://thearabdailynews.com/2016/02/17/university-of-illinois-at-chicago-endorses/,- ,Chicago ,USA ,North America,-,-,-,-,-,-,-,-,3,0,,
946,RF,Reaction,General,-,Governmental ,-,23-02-2016,23-02-2016,-,3,Canadian Parliament passes condemnation of BDS campaign,The Canadian Parliament passed by a wide majority a motion declaring their opposition to the BDS campaign. Furthermore they declared their intention to condemn any and all attempts by Canadian organizations to support BDS.,http://www.theglobeandmail.com/news/world/parliament-votes-to-reject-campaign-to-boycott-israel/article28863810/,-,Ottawa,Canada,North America,-,-,-,-,- ,-,-,-,2,0,,
949,LN,Success,General,-,Governmental ,-,29-02-2016,29-02-2016,"US Campaign to End the Israeli Occupation, Freedom2Boycott",3,"Pro-Palestinian pressure forces Virginia General Assembly to table anti-BDS bill, HB 1282. ","The Virginia Senate General Laws and Technology Committee voted unanimously to delay consideration of HB 1282 until the 2017 legislative session, if at all. The bill was originally intended to prohibit the Commonwealth of Virginia to enter contracts with individuals and entities in support of BDS. After legislators received more than 900 letters opposing the bill, an effort organized by the US Campaign to End the Israeli Occupation and Freedom2Boycott VA, the bill was ""watered down,"" and aimed to compile information on the BDS movement. Further pressure by BDS activists led to HB 1282 being tabled until 2017. ",http://org.salsalabs.com/o/641/p/dia/action3/common/public/?action_KEY=19254 https://lis.virginia.gov/cgi-bin/legp604.exe?161+sum+HB1282,http://www.richmond.com/opinion/their-opinion/guest-columnists/article_dedd8c01-e06c-505b-a9ed-1e8587eb0157.html,Virginia ,USA ,North America,,,,,-,-,-,-,2,0,,
951,LN,Success,General,-,Personality ,-,01-03-2016,01-03-2016,Miss Canada ,2,A finalist for Miss Canada has called for BDS from the stage of the event!,"In the wake of the Canadian Parliament's motion condeming BDS, Miss Canada finalist, Hala Yassin, used her platform to call on the need for BDS.",https://bdsmovement.net/2016/a-finalist-for-miss-canada-has-called-for-bds-13815,-,Ottawa,Canada ,North America,"If I win, I will proudly wear my crown on a boat to Gaza, in protests for social justice and against austerity",Hala Yassin ,Miss Canada Finalist,https://bdsmovement.net/2016/a-finalist-for-miss-canada-has-called-for-bds-13815,- ,-,-,https://www.youtube.com/watch?time_continue=106&v=v7jxXPmwR_Q,3,0,,
952,LN,Reaction,General,- ,Governmental ,- ,02-03-2016,11-04-2403,- ,3,Ohio introduces anti-BDS bill ,"HB 476 was introduced to the Ohio House of Representatives, and if passed it would prohibit the state from contracting with for-profit entities that boycott or divest Israel. The Ohio Legislature recessed for the summer without passing HB 476, and the legislature with reconvene in the fall. ",http://palestinelegal.org/ohio/,http://www.clevelandjewishnews.com/news/local_news/ohio-introduces-anti-bds-bill/article_f2689942-e0a1-11e5-bf51-bffcb9f65f04.html,Ohio ,USA ,North America,Israel is a state that shares our American belief in democracy. This legislation helps demonstrate that support through not doing business with anyone who might try to break the strong bonds that we have,Brad Miller ,"Spokesman for Speaker of the House, Cliff Rosenberger ",http://www.clevelandjewishnews.com/news/local_news/ohio-introduces-anti-bds-bill/article_f2689942-e0a1-11e5-bf51-bffcb9f65f04.html,-,- ,http://www.clevelandjewishnews.com/news/local_news/ohio-introduces-anti-bds-bill/article_f2689942-e0a1-11e5-bf51-bffcb9f65f04.html,,2,0,,
954,LN,Reaction,General,-,Governmental ,-,06-03-2016,06-03-2016,-,3,Flordia Legislature passes near unanimous bipartisan anti-BDS legislation ,The recently passed anti-BDS legislation prevents Florida from investing in or doing business with companies participating in boycotts against Israel. It also calls for a list of companies that boycott Israel to prevent pension funds and or state and local governments to enter in contracts with those companies worth $1 million or more.,http://www.sun-sentinel.com/florida-jewish-journal/news/miami-dade/fl-jjdc-legislation-0309-20160307-story.html,-,Florida,USA ,North America,-,-,-,-,-,-,-,-,2,0,,
956,LN,Reaction,General,- ,Governmental ,- ,09-03-2016,09-03-2016,- ,3,Virginia General Assembly passes anti-BDS resolution ,"HJ 177, a resolution condemning the BDS movement in extremely one-sided and distorted languaged, was passed by Virginia's General Assembly and state Senate. ",http://washingtonjewishweek.com/29706/virginia-general-assembly-passes-anti-bds-resolution/news/local-news/ https://lis.virginia.gov/cgi-bin/legp604.exe?161+mbr+H275,- ,Virginia ,USA,North America,"[BDS] is one of the main vehicles advocating for policies leading to the dissolution of Israel as a Jewish and democratic state and has sought to hijack social, political, religious, academic, cultural, and economic platforms to discriminatorily isolate Israel within the international community.",-,HJ177 ,http://washingtonjewishweek.com/29706/virginia-general-assembly-passes-anti-bds-resolution/news/local-news/,- ,- ,- ,- ,2,0,,
959,LN,Reaction,General,-,Governmental ,-,15-03-2016,15-03-2016,-,3,Arizona follows four US states anti-BDS laws,Recent anti-BDS Arizona legislation now prohibits the investment of state funds in companies that boycott Israel and requires parties contracting with the state government to certify that they do not participate in boycotts against Israel. ,http://www.jpost.com/Breaking-News/Anti-BDS-bill-passed-in-Arizona-447998,-,Arizona,USA ,North America,[The legislation is about standing with] our dear friend in the Middle East,David Gowan,Speaker of Arizona House of Representatives,http://www.jta.org/2016/03/15/news-opinion/united-states/arizona-state-house-approves-anti-bds-legislation,-,-,-,-,2,0,,
961,LN,Success,General,- ,Governmental ,Occupation-Free Portland,17-03-2016,17-03-2016,Portland’s Socially Responsible Investments Committee,1,Portland's Socially Responsible Investments Committee recommends putting Caterpillar on City's Do-Not-Buy list ,"Portland’s Socially Responsible Investments Committee voted to reccomend that City funds should not be invested in Caterpillar, whose militarized bulldozers are used to demolish Palestinian homes. ",http://occupationfreepdx.org/2016/03/17/portlands-socially-responsible-investments-committee-recommends-putting-caterpillar-on-citys-do-not-buy-list/,- ,Portland ,USA ,North America,"The SRIC today took a stand on the right side of history making it clear that companies, like Caterpillar, that are knowingly engaged in human rights violations in the Israeli occupation of Palestinian land should not be supported by Portland investments.",Maxine Fookson,Member of Occupation-Free Portland ,http://occupationfreepdx.org/2016/03/17/portlands-socially-responsible-investments-committee-recommends-putting-caterpillar-on-citys-do-not-buy-list/,-,-,-,-,3 ,0,,
